Timestamp,Timestamp [ms],CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]
2022-03-21 00:14:00,1647821669945.84,4.0,11703.998240000052,71.40414259586669,0.6100833333333328,67108864.0,23488.08,0.8626666666666667,0.8493333333333338,0.0016666666666666668,1.0063333333333333
2022-03-21 00:15:00,1647821729951.44,4.0,11703.998240000052,70.16546944879998,0.5994999999999995,67108864.0,24159.168,0.863,0.9083333333333315,0.0010000000000000002,1.006
2022-03-21 00:16:00,1647821789956.61,4.0,11703.998240000052,70.65313604213334,0.6036666666666662,67108864.0,34385.27085714285,1.7280476190476193,0.9658333333333338,0.002357142857142857,1.0066904761904762
2022-03-21 00:17:00,1647821849719.308,4.0,11703.998240000052,71.59691515947088,0.6117303992303986,67108864.0,37589.32063492063,2.3632996632996637,1.1380952380952356,0.00202020202020202,1.007070707070707
2022-03-21 00:18:00,1647821909967.375,4.0,11703.998240000052,70.6726427058667,0.6038333333333324,67108864.0,20132.640000000003,0.9833333333333333,0.8336666666666659,0.0010000000000000002,1.007
2022-03-21 00:19:00,1647821969972.13,4.0,11703.998240000052,70.12645612133333,0.599166666666666,67108864.0,15211.328000000003,1.6826666666666668,1.0023333333333317,0.0013333333333333335,1.0056666666666667
2022-03-21 00:20:00,1647822030045.588,4.0,11703.998240000052,71.37646497858819,0.6098468533141893,67108864.0,27251.40789662599,1.6914572864321609,0.9792294807370173,0.0016750418760469014,1.0073462550849483
2022-03-21 00:21:00,1647822089981.82,4.0,11703.998240000052,71.45773233139779,0.6105412087912085,67108864.0,26843.520000000004,1.6826666666666668,0.9513827838827822,0.0023333333333333335,1.006
2022-03-21 00:22:00,1647822149892.2764,4.0,11703.998240000052,71.41987535731991,0.6102177554438856,67108864.0,23381.29045226131,0.8666666666666667,0.8807370184254593,0.0020100502512562816,1.0056951423785594
2022-03-21 00:23:00,1647822209991.075,4.0,11703.998240000052,71.59920923320001,0.6117499999999996,67108864.0,31317.44,1.6833333333333333,1.0566666666666646,0.0026666666666666666,1.0086666666666664
2022-03-21 00:24:00,1647822269995.955,4.0,11703.998240000052,72.60867908139997,0.6203749999999997,67108864.0,34017.77028571429,2.502333333333334,1.0486043956043958,0.0016666666666666668,1.0097179487179486
2022-03-21 00:25:00,1647822330000.225,4.0,11703.998240000052,71.3957825971238,0.6100119047619046,67108864.0,20899.59771428572,0.8626666666666667,0.9205714285714275,0.0017142857142857142,1.0043809523809524
2022-03-21 00:26:00,1647822390005.39,4.0,11703.998240000052,120.3658685665334,1.0284166666666672,67108864.0,65766.628,1.7590000000000001,0.9299999999999998,3.957666666666667,1.2746666666666666
2022-03-21 00:27:00,1647822450010.665,4.0,11703.998240000052,73.42308229226668,0.6273333333333333,67108864.0,21027.424,2.4903333333333335,1.923,0.0013333333333333335,1.0053333333333332
2022-03-21 00:28:00,1647822510016.345,4.0,11703.998240000052,70.79734602044769,0.6048988095238091,67108864.0,18790.464000000007,0.8623333333333334,0.8816190476190472,0.002,1.0063095238095237
2022-03-21 00:29:00,1647822570022.29,4.0,11703.998240000052,75.5938952991619,0.6458809523809529,67108864.0,21922.208000000002,1.6833333333333333,0.879380952380952,0.0016666666666666668,1.0063333333333333
2022-03-21 00:30:00,1647822630027.81,4.0,11703.998240000052,84.19076067306665,0.7193333333333339,67108864.0,34225.488000000005,1.6950000000000003,1.0889999999999973,0.6233333333333332,1.049
2022-03-21 00:31:00,1647822690034.185,4.0,11703.998240000052,863.99890340867,7.38208333333334,67108864.0,837070.9946666667,1.123,980.1283333333321,20.064,1.7113333333333332
2022-03-21 00:32:00,1647822750040.805,4.0,11703.998240000052,78.05851159520952,0.6669388528138535,67108864.0,30646.352000000003,2.502666666666667,1.1871580086580062,0.0016666666666666668,1.0076904761904764
2022-03-21 00:33:00,1647822810047.095,4.0,11703.998240000052,76.2515485336,0.6515000000000003,67108864.0,23488.080000000005,1.6826666666666668,0.9993333333333324,0.0016666666666666668,1.0043333333333335
2022-03-21 00:34:00,1647822870052.65,4.0,11703.998240000052,2005.6263984019997,17.136249999999993,67108864.0,1877705.489333334,2.1803333333333335,2043.822666666667,43.19300000000002,32.58299999999999
2022-03-21 00:35:00,1647822930058.475,4.0,11703.998240000052,1856.5627441509228,15.862636904761912,67108864.0,1716979.884285715,1.3968534798534795,2255.466992673992,34.14216666666666,30.954470695970684
2022-03-21 00:36:00,1647822990064.335,4.0,11703.998240000052,355.38215322573194,3.0364166666666663,67108864.0,278054.3053333335,1.7970000000000002,375.90666666666664,5.161666666666665,6.36133333333333
2022-03-21 00:37:00,1647823050069.635,4.0,11703.998240000052,77.45120835319999,0.6617500000000004,67108864.0,43844.416,2.5033333333333334,1.508333333333333,0.0006666666666666668,1.0083333333333333
2022-03-21 00:38:00,1647823110075.58,4.0,11703.998240000052,75.9310819151238,0.6487619047619052,67108864.0,27738.304000000007,0.8623333333333334,1.3710952380952377,0.0023333333333333335,1.006
2022-03-21 00:39:00,1647823170081.915,4.0,11703.998240000052,76.6709418038667,0.6550833333333337,67108864.0,21474.816000000006,1.6826666666666668,1.375761904761905,0.0013333333333333335,1.0066666666666666
2022-03-21 00:40:00,1647823230087.835,4.0,11703.998240000052,4333.561401669866,37.02633333333333,67108864.0,2949433.677333334,319.2289999999999,4618.659333333332,73.10066666666667,2.1163333333333325
2022-03-21 00:41:00,1647823290093.13,4.0,11703.998240000052,791.4438676525374,6.7621666666666735,67108864.0,817609.46,1.0659999999999998,1130.727333333333,48.69233333333335,5.0053333333333345
2022-03-21 00:42:00,1647823350098.32,4.0,11703.998240000052,137.9344059246476,1.1785238095238093,67108864.0,64648.144000000015,2.9493333333333327,2.5254047619047615,124.85599999999998,4.47004761904762
2022-03-21 00:43:00,1647823386101.4,4.0,11703.99823999999,2472.859761474666,21.128333333333337,67108864.0,668851.1133333334,5.346666666666667,5.056666666666667,321.31000000000006,4.839999999999999
